Tech,Cell,Destination,Cdn Holiday BA,Dock code,PROGRAM,Vehicle,Cust part #,CUST #,BPCS#,Dest,QPC,Misc,Back no,QSS Item,CF0816,AF0816,CF0823,AF0823,CF0830,AF0830,CF0906,AF0906,CF0913,AF0913,CF0920,AF0920,CF0927,AF0927,CF1004,AF1004,CF1011,AF1011,CF1018,AF1018,CF1025,AF1025,CF1101,AF1101,CF1108,AF1108,CF1115,AF1115,CF1122,AF1122,CF1129,AF1129,CF1206,AF1206,CF1213,AF1213,CF1220,AF1220,CF1227,AF1227,CF0103,AF0103,CF0110,AF0110,CF0117,AF0117,CF0124,AF0124,1 week dem,Daily hej level,1 week WD,1 day PINK,DLN,Batch ordering,Status,On heijunka,Part# check
D13,F43,-,N,-,-,-,7321002481A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1608-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322002020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50007-101B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322004020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50027-Y1C9,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7321004030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50098-109B,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322004040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50099-109B,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7321004021B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50108-Y1C9,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7321004040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50112-109B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322004030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50113-109B,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324004031B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50115-Y1C9,0,0,0,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7337002080B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50117-101B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7321002030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50120-101B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7322002021B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50121-101B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7321006021B3,C015,310015,TMMNA SERVICE,-,-,SERVICE,50126-103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7322006021B2,C015,310015,TMMNA SERVICE,-,-,SERVICE,50127-103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7336006042B2,C015,310015,TMMNA SERVICE,-,-,SERVICE,50134-103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7337006042B2,C015,310015,TMMNA SERVICE,-,-,SERVICE,50135-103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D3,SRV1,-,N,-,-,-,7356006040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50150-103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,733990W010,C015,310015,TMMNA SERVICE,-,-,SERVICE,50169-201B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,733990W020,C015,310015,TMMNA SERVICE,-,-,SERVICE,50170-201B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,733990W030,C015,310015,TMMNA SERVICE,-,-,SERVICE,50171-201B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322002022B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50283-101B,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7321002031B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50284-101B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324006011C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,50322-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,SRV1,-,N,-,-,-,73360AA030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51057-109B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,SRV1,-,N,-,-,-,7336008020E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51128-435B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7338008010E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51134-435B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323002012B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51140-101B,0,0,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324002012B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51141-101B,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,SRV1,-,N,-,-,-,73370AA030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51148-109B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322004011B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51155-109B,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,SRV1,-,N,-,-,-,7337008020E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51173-435B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6PF,SRV1,-,N,-,-,-,7322006050B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51183-101B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6PF,SRV1,-,N,-,-,-,7322002030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51189-128B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D5,SRV1,-,N,-,-,-,7322004031B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,51197-109B,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323004050B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52014-109B,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324004050B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52015-109B,0,0,0,0,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,21,21,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323002010B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52036-101B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324002010B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52037-101B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323004030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52050-Y1C9,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7339906010,C015,310015,TMMNA SERVICE,-,-,SERVICE,52072-201B,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7339906020,C015,310015,TMMNA SERVICE,-,-,SERVICE,52073-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7339906030,C015,310015,TMMNA SERVICE,-,-,SERVICE,52074-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,733800W020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52084-109B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323004040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52094-109B,0,0,0,0,41,41,0,0,0,0,0,0,40,40,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,40,40,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324004040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52095-109B,0,0,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324004020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,52097-109B,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,73240AA020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53013-109B,0,0,0,0,47,47,0,0,0,0,0,0,47,47,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,73230AA020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53014-109B,0,0,0,0,43,43,0,0,0,0,0,0,43,43,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,43,43,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,73470AA010B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53016-109B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323002020C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53054-201B,0,0,0,0,138,138,0,0,0,0,0,0,136,136,0,0,0,0,0,0,136,136,0,0,0,0,0,0,0,0,136,136,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323008010E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53057-435B,0,0,0,0,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324006030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53063-101B,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,73240AA030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53065-109B,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323006040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53072-101B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7339008010E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53073-435B,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,732300C030E1,C015,310015,TMMNA SERVICE,-,-,SERVICE,53082-435B,0,0,0,0,116,116,0,0,0,0,0,0,115,115,0,0,0,0,0,0,115,115,0,0,0,0,0,0,0,0,115,115,0,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,732300C040E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53083-435B,0,0,0,0,50,50,0,0,0,0,0,0,49,49,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,49,49,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,732300C050E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53085-435B,0,0,0,0,56,56,0,0,0,0,0,0,55,55,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,55,55,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323002040C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53087-201B,0,0,0,0,34,34,0,0,0,0,0,0,34,34,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324008010E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53091-435B,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323008020E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53092-435B,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7323001030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53099-136B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7324001030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53101-136B,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F20,-,N,-,-,-,7337006110A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53107-007B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F20,-,N,-,-,-,7337006110B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53107-133B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F20,-,N,-,-,-,7337006110B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,53107-136B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322002320B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53121-136B-TS,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322002320B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,53121-140B-TS,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322002320E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53121-454B-TS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C17,-,N,-,-,-,7323002310B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53122-136B,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C17,-,N,-,-,-,7323002310B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,53122-140B,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C17,-,N,-,-,-,7323002310E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53122-454B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C17,-,N,-,-,-,7324002050B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53123-136B,0,0,0,0,18,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,18,18,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C17,-,N,-,-,-,7324002050B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,53123-140B,0,0,0,0,44,44,0,0,0,0,0,0,43,43,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,43,43,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C17,-,N,-,-,-,7324002050E0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53123-454B,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321002340B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,53124-136B-TS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321002340B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,53124-Y2Y9-TS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
