Dock code,QSS Item,CUST #,Tech,Cell,Back no,AF0628,AF0705,AF0712,AF0719,AF0726,AF0802,AF0809,AF0816,AF0823,AF0830,AF0906,AF0913,AF0920,AF0927,AF1004,AF1011,AF1018,AF1025,AF1101,AF1108,AF1115,AF1122,AF1129,AF1206
TRMX,7L0059-7011,U455,B15,AA08,S08H,11328,14400,0,19200,19200,19200,20160,20160,20160,23040,18240,16320,16320,19584,18586,16320,16320,16320,16320,16320,16320,16320,16320,16320
TMMC2A,7V1420-707,U006,D14PF,F15,B271,2984,3690,3600,0,3650,2960,3700,3700,3700,3700,2960,3700,3700,3765,3873,3098,3873,3873,3873,3873,3873,3873,3873,3873
TMMC2A,7V2420-707,U006,D14PF,F13,D190,2984,3690,3600,0,3650,2960,3700,3700,3700,3700,2960,3700,3700,3765,3873,3098,3873,3873,3873,3873,3873,3873,3873,3873
TMMC2B,7M9110-701,U006,B15,CF3,B384,604,746,734,0,744,592,567,441,426,428,411,521,518,512,449,359,449,449,449,449,449,449,449,449
TMMC2B,7M9120-701,U006,B15,CF3,Q473,2380,2944,2866,0,2906,2368,3133,3259,3274,3272,2549,3179,3182,3188,3425,2740,3425,3425,3425,3425,3425,3425,3425,3425
TMMC2B,7V1390-707-C3,U006,D13,F45,A202,2984,3690,3600,0,3650,2960,3700,3700,3700,3700,2960,3700,3700,3700,3873,3098,3873,3873,3873,3873,3873,3873,3873,3873
TMMC2B,7V1420-701,U006,B15,B10,C305,604,746,734,0,744,592,567,441,426,428,411,521,518,512,449,359,449,449,449,449,449,449,449,449
TMMC2B,7V1470-701,U006,B15,B10,D796,2380,2944,2866,0,2906,2368,3133,3259,3274,3272,2549,3179,3182,3188,3425,2740,3425,3425,3425,3425,3425,3425,3425,3425
TMMC2B,7V2070-707-C3,U006,D13,F49,M770,2984,3690,3600,0,3650,2960,3700,3700,3700,3700,2960,3700,3700,3700,3873,3098,3873,3873,3873,3873,3873,3873,3873,3873
TMMC5A,A1516-008B,U006,D13,F44,G591,790,1043,774,0,745,701,981,715,723,742,604,710,754,754,739,591,739,739,739,739,739,739,739,739
TMMC5A,A1516-146B,U006,D13,F44,Q633,989,1259,1040,0,1049,968,1003,1281,1271,1283,1037,1331,1303,1252,1295,1036,1295,1295,1295,1295,1295,1295,1295,1295
TMMC5A,A1516-201B,U006,D13,F44,P030,268,323,286,0,290,275,446,474,476,490,371,469,453,461,461,369,461,461,461,461,461,461,461,461
TMMC5A,A1524-201B,U006,D9CPF,IF1,N597,2048,2625,2100,0,2084,1944,2430,2470,2470,2515,2012,2510,2510,2466,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
TMMC5A,A1529-008B,U006,D13,F44,Q198,790,1043,774,0,745,701,981,715,723,742,604,710,754,754,739,591,739,739,739,739,739,739,739,739
TMMC5A,A1529-146B,U006,D13,F44,N576,989,1259,1040,0,1049,968,1003,1281,1271,1283,1037,1331,1303,1252,1295,1036,1295,1295,1295,1295,1295,1295,1295,1295
TMMC5A,A1529-201B,U006,D13,F44,N496,268,323,286,0,290,275,446,474,476,490,371,469,453,461,461,369,461,461,461,461,461,461,461,461
TMMC5A,A1533-201B,U006,D9CPF,IF1,Q523,2048,2625,2100,0,2084,1944,2430,2470,2470,2515,2012,2510,2510,2466,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
TMMCBA,7M9110-701,U006,B15,CF3,B384,651,819,810,449,761,649,863,803,778,634,440,546,549,556,766,613,766,766,766,766,766,766,766,766
TMMCBA,7M9120-701,U006,B15,CF3,Q473,2949,3695,3705,2071,3439,2943,3637,3697,3722,3856,3160,3929,3926,3919,3797,3038,3797,3797,3797,3797,3797,3797,3797,3797
TMMCBA,7V1390-707-C3,U006,D13,F45,A202,3600,4514,4515,2520,4200,3592,4500,4500,4500,4490,3600,4475,4475,4475,4564,3651,4564,4564,4564,4564,4564,4564,4564,4564
TMMCBA,7V1420-701,U006,B15,B10,C305,651,819,810,449,761,649,863,803,778,634,440,546,549,556,766,613,766,766,766,766,766,766,766,766
TMMCBA,7V1420-707,U006,D14PF,F15,B271,3600,4514,4515,2520,4200,3592,4500,4500,4500,4490,3600,4475,4475,4475,4564,3651,4564,4564,4564,4564,4564,4564,4564,4564
TMMCBA,7V1470-701,U006,B15,B10,D796,2949,3695,3705,2071,3439,2943,3637,3697,3722,3856,3160,3929,3926,3919,3797,3038,3797,3797,3797,3797,3797,3797,3797,3797
TMMCBA,7V2070-707-C3,U006,D13,F49,M770,3600,4514,4515,2520,4200,3592,4500,4500,4500,4490,3600,4475,4475,4475,4564,3651,4564,4564,4564,4564,4564,4564,4564,4564
TMMCBA,7V2420-707,U006,D14PF,F13,D190,3600,4514,4515,2520,4200,3592,4500,4500,4500,4490,3600,4475,4475,4475,4564,3651,4564,4564,4564,4564,4564,4564,4564,4564
MTMUS,7V1770-707,U050,D13,F4E,NBUZ,0,0,260,0,260,260,260,260,260,90,144,450,1300,1300,1300,1300,1300,1300,1300,1300,1300,780,1300,1300
MTMUS,7V2070-707-C3,U050,D13,F4F,NBV0,0,0,260,0,260,260,260,260,260,90,144,450,1300,1300,1300,1300,1300,1300,1300,1300,1300,780,1300,1300
TBAKI,7V1670-701,U049,B15,MF1,T072,352,352,352,0,352,352,352,352,352,128,192,272,1300,1300,1300,1300,1300,1300,1300,1300,1300,780,1300,1300
TBAKI,7V2670-701,U049,B15,MF1,T073,240,240,240,0,256,256,256,256,256,96,128,192,910,910,910,910,910,910,910,910,910,546,910,910
TBAKI,7V2680-701,U049,B15,MF1,T074,96,96,96,0,112,112,112,112,112,48,48,80,390,390,390,390,390,390,390,390,390,234,390,390
TMMN1,7V2074-707-A3,C007,D13,F48,N8G7,43,53,53,43,99,78,70,56,59,40,51,56,61,61,51,41,51,51,51,51,51,31,51,51
TMMN1,7V2070-707-C3,C007,D13,F47,N8G8,2818,3487,3487,2109,4508,3647,4380,3594,4265,3557,2870,4247,3580,4283,3569,2855,3569,3569,3569,3569,3569,2141,3569,3569
TMMN1,7V1074-707-A1,C007,D13,F48,N8G5,43,53,53,43,99,78,70,56,59,40,51,56,61,61,51,41,51,51,51,51,51,31,51,51
TMMN1,7V1070-707-C4,C007,D13,F46,N8G6,2818,3487,3487,2109,4508,3647,4380,3594,4265,3557,2870,4247,3580,4283,3569,2855,3569,3569,3569,3569,3569,2141,3569,3569
TMMN1,7V2073-707,C007,D13,F48,NWB2,125,147,147,60,72,63,103,129,184,160,114,162,154,188,157,126,157,157,157,157,157,94,157,157
TMMN1,7V2077-707,C007,D13,F48,NWA7,573,720,720,320,508,408,531,496,613,508,420,624,509,611,509,407,509,509,509,509,509,305,509,509
TMMN1,7V2071-707-C1,C007,D13,F48,NZG9,35,44,44,18,18,12,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7V1073-707,C007,D13,F48,NWA0,125,147,147,60,72,63,103,129,184,160,114,162,154,188,157,126,157,157,157,157,157,94,157,157
TMMN1,7V1077-707,C007,D13,F48,NVY4,573,720,720,320,508,408,531,496,613,508,420,624,509,611,509,407,509,509,509,509,509,305,509,509
TMMN1,7V1071-707-C1,C007,D13,F48,NZG7,35,44,44,18,18,12,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7V2210-707,C007,D14,F60,NWE3,573,720,720,320,508,408,531,496,613,508,420,624,509,611,509,407,509,509,509,509,509,305,509,509
TMMN1,7V2214-707,C007,D14,F60,NWF7,125,147,147,60,72,63,103,129,184,160,114,162,154,188,157,126,157,157,157,157,157,94,157,157
TMMN1,7V2211-707,C007,D14,F60,NZJ1,35,44,44,18,18,12,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7M5120-707,C007,D12,F51,NWB6,573,720,720,320,508,408,531,496,613,508,420,624,509,611,509,407,509,509,509,509,509,305,509,509
TMMN1,7M5124-707,C007,D12,F51,NWB5,125,147,147,60,72,63,103,129,184,160,114,162,154,188,157,126,157,157,157,157,157,94,157,157
TMMN1,7M5121-707,C007,D12,F51,NZH2,35,44,44,18,18,12,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7V1210-707,C007,D14,F60,NWB7,573,720,720,320,508,408,531,496,613,508,420,624,509,611,509,407,509,509,509,509,509,305,509,509
TMMN1,7V1214-707,C007,D14,F60,NWC5,125,147,147,60,72,63,103,129,184,160,114,162,154,188,157,126,157,157,157,157,157,94,157,157
TMMN1,7V1211-707,C007,D14,F60,NZH9,35,44,44,18,18,12,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7M9050-701,C007,B15,CF1,NWG2,323,395,395,163,230,190,351,450,586,490,301,443,373,518,432,346,432,432,432,432,432,259,432,432
TMMN1,7M9060-701,C007,B15,CF1,NWG3,389,496,496,218,333,269,270,171,211,178,233,343,290,281,234,187,234,234,234,234,234,140,234,234
TMMN1,7M9030-701,C007,B15,CF1,NWF9,323,395,395,163,230,190,351,450,586,490,301,443,373,518,432,346,432,432,432,432,432,259,432,432
TMMN1,7M9040-701,C007,B15,CF1,NWG0,389,496,496,218,333,269,270,171,211,178,233,343,290,281,234,187,234,234,234,234,234,140,234,234
TMMN1,7M9210-701,C007,B15,CF1,NVZ8,21,21,21,16,35,24,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7M9200-701,C007,B15,CF1,NVZ7,21,21,21,16,35,24,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMN1,7V2079-707-D1,C007,D13,F48,NYE2,118,148,148,114,283,232,219,161,207,175,132,198,165,204,170,136,170,170,170,170,170,102,170,170
TMMN1,7V1079-707-D1,C007,D13,F48,NYE0,118,148,148,114,283,232,219,161,207,175,132,198,165,204,170,136,170,170,170,170,170,102,170,170
TMMN2,7V2074-707-A3,C007,D13,F48,N8G7,41,46,46,33,61,49,55,43,49,39,47,69,63,71,59,47,59,59,59,59,59,35,59,59
TMMN2,7V2070-707-C3,C007,D13,F47,N8G8,4119,5153,5153,2930,6179,5051,6064,5056,6071,5061,4067,5931,5032,6322,5394,4315,5394,5394,5394,5394,5394,3236,5394,5394
TMMN2,7V1074-707-A1,C007,D13,F48,N8G5,41,46,46,33,61,49,55,43,49,39,47,69,63,71,59,47,59,59,59,59,59,35,59,59
TMMN2,7V1070-707-C4,C007,D13,F46,N8G6,2456,3076,3076,1768,3734,3052,3657,3056,3671,3061,2452,3576,3033,3649,3041,2433,3041,3041,3041,3041,3041,1825,3041,3041
TMMN2,7V1390-707-C3,C007,D13,F45,NQF3,1663,2078,2078,1162,2445,1999,2408,2000,2400,2000,1615,2355,1999,2508,2140,1712,2140,2140,2140,2140,2140,1284,2140,2140
TMMN2,7V1420-707,C007,D14PF,F15,N4J6,1663,2078,2078,1162,2445,1999,2408,2000,2400,2000,1615,2355,1999,2508,2140,1712,2140,2140,2140,2140,2140,1284,2140,2140
TMMN2,7V2420-707,C007,D14PF,F13,N4J8,1663,2078,2078,1162,2445,1999,2408,2000,2400,2000,1615,2355,1999,2508,2140,1712,2140,2140,2140,2140,2140,1284,2140,2140
TMMN2,7V1470-701,C007,B15,B10,N9B9,1663,2078,2078,1162,2445,1999,2408,2000,2400,2000,1615,2355,1999,2508,2140,1712,2140,2140,2140,2140,2140,1284,2140,2140
TMMN2,7M9120-701,C007,B15,CF3,N9C1,1663,2078,2078,1162,2445,1999,2408,2000,2400,2000,1615,2355,1999,2508,2140,1712,2140,2140,2140,2140,2140,1284,2140,2140
TMMSL,7V2740-707,C007,D13,F44,SVK4,82,112,112,0,98,108,136,108,126,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V2748-707,C007,D13,F44,SVY9,226,313,313,0,309,313,375,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V2743-707,C007,D13,F44,SVJ1,479,555,555,0,573,580,689,660,1074,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V2740-707-C3,C007,D13,F44,SJKU,0,0,0,0,100,100,100,100,100,145,808,1172,997,1205,1004,803,1004,1004,1004,1004,1004,602,1004,1004
TMMSL,7V1740-707,C007,D13,F44,SVH4,82,112,112,0,98,108,136,108,126,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V1748-707,C007,D13,F44,SVH6,226,313,313,0,309,313,375,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V1743-707,C007,D13,F44,ST23,479,555,555,0,573,580,689,660,1074,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V1740-707-C3,C007,D13,F44,SJKS,0,0,0,0,100,100,100,100,100,145,808,1172,997,1205,1004,803,1004,1004,1004,1004,1004,602,1004,1004
TMMSL,730428-067,C007,Misc,C10,STS5,2364,2940,2940,0,2940,3000,3600,3000,3600,3000,2424,3516,2991,3600,3000,2400,3000,3000,3000,3000,3000,1800,3000,3000
TMMSL,7V2750-707,C007,D14PF,F60,SW66,562,667,667,0,671,687,825,768,1200,1000,808,1172,997,1200,1000,800,1000,1000,1000,1000,1000,600,1000,1000
TMMSL,7V2758-707,C007,D14PF,F60,SW67,226,313,313,0,309,313,375,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M5390-707,C007,D12,F51,SVZ0,562,667,667,0,671,687,825,768,1200,1000,808,1172,997,1200,1000,800,1000,1000,1000,1000,1000,600,1000,1000
TMMSL,7M5398-707,C007,D12,F51,SVZ1,226,313,313,0,309,313,375,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7V1750-707,C007,D14PF,F60,SVZ4,562,667,667,0,671,687,825,768,1200,1000,808,1172,997,1200,1000,800,1000,1000,1000,1000,1000,600,1000,1000
TMMSL,7V1758-707,C007,D14PF,F60,SW00,226,313,313,0,309,313,375,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M9070-701,C007,B15,CF1,STN8,333,419,419,0,423,450,559,508,759,635,530,768,656,762,635,508,635,635,635,635,635,381,635,635
TMMSL,7M9078-701,C007,B15,CF1,STS4,122,155,155,0,157,152,197,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M9080-701,C007,B15,CF1,STN1,333,419,419,0,423,450,559,508,759,635,530,768,656,762,635,508,635,635,635,635,635,381,635,635
TMMSL,7M9088-701,C007,B15,CF1,STN6,122,155,155,0,157,152,197,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M9250-701,C007,B15,CF1,SBE5,197,214,214,0,212,210,228,222,379,312,238,346,291,374,312,250,312,312,312,312,312,187,312,312
TMMSL,7M9258-701,C007,B15,CF1,SBE6,98,144,144,0,140,138,154,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M9240-701,C007,B15,CF1,SBE7,197,214,214,0,212,210,228,222,379,312,238,346,291,374,312,250,312,312,312,312,312,187,312,312
TMMSL,7M9248-701,C007,B15,CF1,SBF0,98,144,144,0,140,138,154,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M9230-701,C007,B15,CF1,SLY4,32,34,34,0,36,27,37,38,62,52,40,58,50,62,52,42,52,52,52,52,52,31,52,52
TMMSL,7M9238-701,C007,B15,CF1,SLY5,6,14,14,0,12,22,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMSL,7M9220-701,C007,B15,CF1,SLY0,32,34,34,0,36,27,37,38,62,52,40,58,50,62,52,42,52,52,52,52,52,31,52,52
TMMSL,7M9228-701,C007,B15,CF1,SLY1,6,14,14,0,12,22,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCA,7V2390-701-C0,U013,B15,CF5,SFA066,2131,2713,2616,576,2788,2254,2556,2135,2097,2265,1941,2399,2402,2413,2383,1906,2383,2383,2383,2383,2383,2383,2383,2383
TBCA,7V2400-701-C0,U013,B15,CF7,SFA069,4699,5803,5806,2035,5360,4546,5956,6373,6411,6227,4863,6086,6085,6066,6348,5078,6348,6348,6348,6348,6348,6348,6348,6348
TBCA,7V1660-701-C0,U013,B15,CF4,SFA217,6830,8516,8422,2611,8148,6800,8512,8508,8508,8492,6804,8485,8487,8479,8731,6985,8731,8731,8731,8731,8731,8731,8731,8731
TBCA,7M5240-707,U013,D12,F52,SRA015,6830,8516,8422,2611,8148,6800,8512,8508,8508,8492,6804,8485,8487,8479,8731,6985,8731,8731,8731,8731,8731,8731,8731,8731
ELMIRA,A1531-201B,U014,B15,C30,FKIT12,2050,2621,2102,0,2084,1945,2431,2473,2471,2516,2011,2511,2505,2495,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
ELMIRA,A1518-201B,U014,B15,C30,FKIT15,2050,2621,2102,0,2084,1945,2431,2473,2471,2516,2011,2511,2505,2495,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
ELMIRA,A1526-201B,U014,SIR,F51,RS4018,2050,2621,2102,0,2084,1945,2431,2473,2471,2516,2011,2511,2505,2495,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
ELMIRA,A1628-201B,U014,B15,CF1,RS2018,2050,2621,2102,0,2084,1945,2431,2473,2471,2516,2011,2511,2505,2495,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
ELMIRA,A1630-201B,U014,B15,C30,RS5012,2050,2621,2102,0,2084,1945,2431,2473,2471,2516,2011,2511,2505,2495,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
ELMIRA,A1629-201B,U014,B15,CF1,RS5015,2050,2621,2102,0,2084,1945,2431,2473,2471,2516,2011,2511,2505,2495,2495,1996,2495,2495,2495,2495,2495,2495,2495,2495
SIA,7V1630-707,C017,D9CPF,F54,TU92,0,2281,1910,0,2230,1945,2244,1950,2281,1923,1565,2320,1910,2311,2166,1446,1970,1970,1970,1970,1970,1182,1970,1970
SIA,7V2630-707,C017,D9CPF,F54,TG4A,0,2281,1910,0,2230,1945,2244,1950,2281,1923,1565,2320,1910,2311,2166,1446,1970,1970,1970,1970,1970,1182,1970,1970
NHK,7M5090-707,C017,SIR,F54,TGHC,0,380,327,0,360,290,319,297,317,318,152,298,211,272,371,242,266,266,266,266,266,160,266,266
NHK,7M5094-707,C017,SIR,F54,0KS4,0,125,104,0,127,109,116,91,115,67,40,119,85,111,156,82,111,111,111,111,111,67,111,111
SIA,7V1650-707,C017,D12,F54,T3N8,0,2281,1910,0,2230,1945,2244,1950,2281,1923,1565,2320,1910,2311,2166,1446,1970,1970,1970,1970,1970,1182,1970,1970
SIA,7V2650-707,C017,D12,F54,TZS3,0,2281,1910,0,2230,1945,2244,1950,2281,1923,1565,2320,1910,2311,2166,1446,1970,1970,1970,1970,1970,1182,1970,1970
SIA,7M5370-707,C017,D12,F54,TU6X,0,2281,1910,0,2230,1945,2244,1950,2281,1923,1565,2320,1910,2311,2166,1446,1970,1970,1970,1970,1970,1182,1970,1970
NHK,7V1630-701,C017,B15,CF9,TB40,960,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V1880-701,C017,B15,CF9,0GEX,0,0,1777,0,1777,1549,1779,1591,1838,1659,1363,1968,1612,1984,1805,1222,1584,1584,1584,1584,1584,950,1584,1584
NHK,7V1634-701,C017,B15,CF9,TQYN,576,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V1884-701,C017,B15,CF9,0X8C,0,0,453,0,453,396,465,359,443,264,202,352,298,327,361,224,386,386,386,386,386,232,386,386
NHK,7V2630-701,C017,B15,CF9,TK2X,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V2880-701,C017,B15,CF9,0LLA,0,0,360,0,360,290,319,297,317,318,152,298,211,272,371,242,266,266,266,266,266,160,266,266
NHK,7V2634-701,C017,B15,CF9,TZQE,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V2884-701,C017,B15,CF9,0ZSW,0,0,127,0,127,109,116,91,115,67,40,119,85,111,156,82,111,111,111,111,111,67,111,111
NHK,7V2640-701,C017,B15,CF9,T1FP,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V2890-701,C017,B15,CF9,0XEW,0,0,1417,0,1417,1259,1460,1294,1521,1341,1211,1670,1401,1711,1434,981,1318,1318,1318,1318,1318,791,1318,1318
NHK,7V2644-701,C017,B15,CF9,T2R1,384,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V2894-701,C017,B15,CF9,0LSE,0,0,326,0,326,287,349,268,328,197,162,233,213,216,205,142,275,275,275,275,275,165,275,275
NHK,7M5350-701,C017,B15,CF1,TUJ2,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7M5420-701,C017,B15,CF1,0F4N,0,0,360,0,360,290,319,297,317,318,152,298,211,272,371,242,266,266,266,266,266,160,266,266
NHK,7M5354-701,C017,B15,CF1,TM1X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7M5424-701,C017,B15,CF1,0J40,0,0,127,0,127,109,116,91,115,67,40,119,85,111,156,82,111,111,111,111,111,67,111,111
NHK,7V1650-701,C017,B15,CF9,0THH,2880,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V1910-701,C017,B15,CF9,05ZW,0,0,1777,0,1777,1549,1779,1591,1838,1659,1363,1968,1612,1984,1805,1222,1584,1584,1584,1584,1584,950,1584,1584
NHK,7V1654-701,C017,B15,CF9,0N9A,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7V1914-701,C017,B15,CF9,0YVD,0,0,453,0,453,396,465,359,443,264,202,352,298,327,361,224,386,386,386,386,386,232,386,386
NHK,7M5100-710,C017,BKLE,C30,TFKC,0,1832,1526,0,1777,1549,1779,1591,1838,1659,1363,1968,1612,1984,1805,1222,1584,1584,1584,1584,1584,950,1584,1584
NHK,7M5104-710,C017,BKLE,C30,0QJV,0,449,384,0,453,396,465,359,443,264,202,352,298,327,361,224,386,386,386,386,386,232,386,386
NHK,7M9170-701,C017,B15,CF1,0JT1,1440,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHK,7M9280-701,C017,B15,CF1,0KJE,0,0,2230,0,2230,1945,2244,1950,2281,1923,1565,2320,1910,2311,2166,1446,1970,1970,1970,1970,1970,1182,1970,1970
TMMH8,7M5330-707,C028,D12,F58,HRV3,440,550,678,259,629,639,793,650,795,659,534,676,960,845,704,563,704,704,704,704,704,422,704,704
TMMH8,7M5334-707,C028,D12,F58,HRU4,291,365,458,173,374,309,382,333,398,336,264,341,478,438,365,292,365,365,365,365,365,219,365,365
TMMH8,7M5337-707,C028,D12,F58,HRU7,1248,1560,2076,850,1588,1825,2268,1891,2255,1855,1501,1843,1956,2135,1779,1423,1779,1779,1779,1779,1779,1067,1779,1779
TMMH8,7M5344-707,C028,D12,F58,HRV5,8,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7M5347-707,C028,D12,F58,HRV6,70,90,5,0,1,82,0,0,0,0,0,2,15,18,15,12,15,15,15,15,15,9,15,15
TMMH8,7V2590-707-C3,C028,D13,F4E,HRR9,440,550,678,259,629,639,793,650,795,659,534,676,960,845,704,563,704,704,704,704,704,422,704,704
TMMH8,7V2594-707-A1,C028,D13,F4E,HRQ0,291,365,458,173,374,309,382,333,398,336,264,341,478,438,365,292,365,365,365,365,365,219,365,365
TMMH8,7V2597-707-B1,C028,D13,F4E,HRR7,1248,1560,2076,850,1588,1825,2268,1891,2255,1855,1501,1843,1956,2135,1779,1423,1779,1779,1779,1779,1779,1067,1779,1779
TMMH8,7V2604-707-A1,C028,D13,F4E,HRS1,8,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7V2607-707-B1,C028,D13,F4E,HRS5,70,90,5,0,1,82,0,0,0,0,0,2,15,18,15,12,15,15,15,15,15,9,15,15
TMMH8,7V2610-707,C028,D12,F58,HRX3,440,550,678,259,629,639,793,650,795,659,534,676,960,845,704,563,704,704,704,704,704,422,704,704
TMMH8,7V2614-707,C028,D12,F58,HRX0,101,125,174,65,88,83,127,110,114,89,73,101,138,125,104,83,104,104,104,104,104,62,104,104
TMMH8,7V2616-707,C028,D12,F58,HRW8,190,240,285,107,286,226,255,223,284,247,191,240,340,313,261,209,261,261,261,261,261,157,261,261
TMMH8,7V2617-707,C028,D12,F58,HRX1,1248,1560,2076,850,1588,1825,2268,1891,2255,1855,1501,1843,1956,2135,1779,1423,1779,1779,1779,1779,1779,1067,1779,1779
TMMH8,7V2624-707,C028,D12,F58,HRY3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7V2626-707,C028,D12,F58,HRX9,8,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7V2627-707,C028,D12,F58,HRY7,70,90,5,0,1,82,0,0,0,0,0,2,15,18,15,12,15,15,15,15,15,9,15,15
TMMH8,7V1604-707-A1,C028,D13,F4E,HRM7,8,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7V1607-707-B1,C028,D13,F4E,HRN4,70,90,5,0,1,82,0,0,0,0,0,2,15,18,15,12,15,15,15,15,15,9,15,15
TMMH8,7V1590-707-C3,C028,D13,F4E,HRK7,440,550,678,259,629,639,793,650,795,659,534,676,960,845,704,563,704,704,704,704,704,422,704,704
TMMH8,7V1594-707-A1,C028,D13,F4E,HRJ8,291,365,458,173,374,309,382,333,398,336,264,341,478,438,365,292,365,365,365,365,365,219,365,365
TMMH8,7V1597-707-B1,C028,D13,F4E,HRK4,1248,1560,2076,850,1588,1825,2268,1891,2255,1855,1501,1843,1956,2135,1779,1423,1779,1779,1779,1779,1779,1067,1779,1779
TMMH8,7V1610-707,C028,D12,F58,HRW4,440,550,678,259,629,639,793,650,795,659,534,676,960,845,704,563,704,704,704,704,704,422,704,704
TMMH8,7V1614-707,C028,D12,F58,HRV9,101,125,174,65,88,83,127,110,114,89,73,101,138,125,104,83,104,104,104,104,104,62,104,104
TMMH8,7V1616-707,C028,D12,F58,HRV7,190,240,285,107,286,226,255,223,284,247,191,240,340,313,261,209,261,261,261,261,261,157,261,261
TMMH8,7V1617-707,C028,D12,F58,HRW0,1248,1560,2076,850,1588,1825,2268,1891,2255,1855,1501,1843,1956,2135,1779,1423,1779,1779,1779,1779,1779,1067,1779,1779
TMMH8,7V1624-707,C028,D12,F58,HRW6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7V1626-707,C028,D12,F58,HRW5,8,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMMH8,7V1627-707,C028,D12,F58,HRW7,70,90,5,0,1,82,0,0,0,0,0,2,15,18,15,12,15,15,15,15,15,9,15,15
TMMH8,7V2704-707,C028,D13,F4D,HAM0,190,240,256,125,142,159,168,133,143,124,143,151,167,217,181,145,181,181,181,181,181,109,181,181
TMMH8,7V2707-707,C028,D13,F4D,HAM1,500,625,629,240,609,574,713,590,745,611,472,574,665,664,553,442,553,553,553,553,553,332,553,553
