,Cell,Part,Cust,Cust #,Prog #,Prog,,Part1,Parent Cell,Parent Part,,1,2,3,4,5,6,7
C30B7V1157-701C029,C30B,7V1157-701,ATS,C029,291B,SEQUOIA,B15C,7V115,AA08,,,44.4096088,49.36969214,47.51344214,,,,
C30B7V1150-701C029,C30B,7V1150-701,ATS,C029,291B,SEQUOIA,B15C,7V115,AA08,,,44.4096088,49.36969214,47.51344214,,,,
C30B7V1154-701C029,C30B,7V1154-701,ATS,C029,291B,SEQUOIA,B15C,7V115,AA08,,,44.4096088,49.36969214,47.51344214,,,,
C30B7M9000-701U044,C30B,7M9000-701,TMMTX,U044,480A,TUNDRA C,B15C,7M900,AA08,,,22.4406838,22.94952547,22.94952547,,,,
C30B7M9004-701U044,C30B,7M9004-701,TMMTX,U044,480A,TUNDRA C,B15C,7M900,AA08,,,22.4406838,22.94952547,22.94952547,,,,
C30B7M9007-701U044,C30B,7M9007-701,TMMTX,U044,480A,TUNDRA C,B15C,7M900,AA08,,,22.4406838,22.94952547,22.94952547,,,,
C30B7V1107-701U044,C30B,7V1107-701,TMMTX,U044,480A,TUNDRA D,B15C,7V110,AA08,,,22.26576547,22.68200547,22.68200547,,,,
C30B7V1100-701U044,C30B,7V1100-701,TMMTX,U044,480A,TUNDRA D,B15C,7V110,AA08,,,22.26576547,22.68200547,22.68200547,,,,
C30B7V1104-701U044,C30B,7V1104-701,TMMTX,U044,480A,TUNDRA D,B15C,7V110,AA08,,,22.26576547,22.68200547,22.68200547,,,,
C30B7M5057-701U044,C30B,7M5057-701,TMMTX,U044,480A,TUNDRA D,B15C,7M505,AA08,,,22.26576547,22.68200547,22.68200547,,,,
C30B7M5050-701U044,C30B,7M5050-701,TMMTX,U044,480A,TUNDRA D,B15C,7M505,AA08,,,22.26576547,22.68200547,22.68200547,,,,
C30B7M5054-701U044,C30B,7M5054-701,TMMTX,U044,480A,TUNDRA D,B15C,7M505,AA08,,,22.26576547,22.68200547,22.68200547,,,,
C30B7M5067-701U044,C30B,7M5067-701,TMMTX,U044,480A,TUNDRA D,B15C,7M506,AA08,,,30.56574214,32.84952547,32.84952547,,,,
C30B7M5060-701U044,C30B,7M5060-701,TMMTX,U044,480A,TUNDRA D,B15C,7M506,AA08,,,30.56574214,32.84952547,32.84952547,,,,
C30B7M5064-701U044,C30B,7M5064-701,TMMTX,U044,480A,TUNDRA D,B15C,7M506,AA08,,,30.56574214,32.84952547,32.84952547,,,,
C30B7V2190-7010C029,C30B,7V2190-7010,ATS,C029,291B,SEQUOIA,B15C,7V219,AA08,,,22.28718579,33.07462389,33.07462389,,,,
C30B7V2194-7010C029,C30B,7V2194-7010,ATS,C029,291B,SEQUOIA,B15C,7V219,AA08,,,22.28718579,33.07462389,33.07462389,,,,
C30B7V2197-7010C029,C30B,7V2197-7010,ATS,C029,291B,SEQUOIA,B15C,7V219,AA08,,,22.28718579,33.07462389,33.07462389,,,,
C30B7M5100-710C017,C30B,7M5100-710,SIA,C017,TR8,TRIBECA,B15C,7M510,AA08,,,19.34508738,23.38219214,23.38219214,,,,
C30B7M5104-710C017,C30B,7M5104-710,SIA,C017,TR8,TRIBECA,B15C,7M510,AA08,,,19.34508738,23.38219214,23.38219214,,,,
CF1A1628-201BU014,CF1,A1628-201B,TB Elmira,U014,760A,LEXUS RX,B15,A1628,AA07,,,,,108.1427536,110.3427536,,,
CF1A1629-201BU014,CF1,A1629-201B,TB Elmira,U014,760A,LEXUS RX,B15,A1629,AA07,,,,,83.39275363,77.34275363,,,
CF17M9070-701C007,CF1,7M9070-701,TMMK,C007,241B,LEXUS ES,B15,7M907,AA07,,,,,88.83958696,79.86968696,,,
CF17M9078-701C007,CF1,7M9078-701,TMMK,C007,241B,LEXUS ES,B15,7M907,AA07,,,,,88.83958696,79.86968696,,,
CF17M9080-701C007,CF1,7M9080-701,TMMK,C007,241B,LEXUS ES,B15+B15,7M908,AA07,,,,,103.5039536,99.14719807,,,
CF17M9088-701C007,CF1,7M9088-701,TMMK,C007,241B,LEXUS ES,B15+B15,7M908,AA07,,,,,103.5039536,99.14719807,,,
CF17M9220-701C007,CF1,7M9220-701,TMMK,C007,947B,LEXUS,B15+B15,7M922,AA07,,,,,98.09608696,86.46968696,,,
CF17M9228-701C007,CF1,7M9228-701,TMMK,C007,947B,LEXUS,B15+B15,7M922,AA07,,,,,98.09608696,86.46968696,,,
CF17M9230-701C007,CF1,7M9230-701,TMMK,C007,947B,LEXUS,B15,7M923,AA07,,,,,77.22358696,79.86968696,,,
CF17M9238-701C007,CF1,7M9238-701,TMMK,C007,947B,LEXUS,B15,7M923,AA07,,,,,77.22358696,79.86968696,,,
CF17M9240-701C007,CF1,7M9240-701,TMMK,C007,707B,LEXUS,B15+B15,7M924,AA07,,,,,98.09608696,86.46968696,,,
CF17M9248-701C007,CF1,7M9248-701,TMMK,C007,707B,LEXUS,B15+B15,7M924,AA07,,,,,98.09608696,86.46968696,,,
CF17M9250-701C007,CF1,7M9250-701,TMMK,C007,707B,LEXUS,B15+B15,7M925,AA07,,,,,98.09608696,86.46968696,,,
CF17M9258-701C007,CF1,7M9258-701,TMMK,C007,707B,LEXUS,B15+B15,7M925,AA07,,,,,98.09608696,86.46968696,,,
CF17M9050-701C007,CF1,7M9050-701,TMMK,C007,370B,AVALON,B15+B15,7M905,AA07,,,,,98.55395363,94.74719807,,,
CF17M9060-701C007,CF1,7M9060-701,TMMK,C007,370B,AVALON,B15+B15,7M906,AA07,,,,,98.55395363,94.74719807,,,
CF17M9030-701C007,CF1,7M9030-701,TMMK,C007,370B,AVALON,B15,7M903,AA07,,,,,83.88958696,84.26968696,,,
CF17M9040-701C007,CF1,7M9040-701,TMMK,C007,370B,AVALON,B15,7M904,AA07,,,,,83.88958696,84.26968696,,,
CF17M9200-701C007,CF1,7M9200-701,TMMK,C007,948B,AVALON,B15,7M920,AA07,,,,,50.24150535,81.697,,,
CF17M9210-701C007,CF1,7M9210-701,TMMK,C007,948B,AVALON,B15+B15,7M921,AA07,,,,,93.14608696,94.514,,,
CF17M5350-701C017,CF1,7M5350-701,,C017,TP1,NHK,,7M535,AA07,,,,,80.09275363,83.94275363,,,
CF17M5354-701C017,CF1,7M5354-701,,C017,TP1,NHK,,7M535,AA07,,,,,80.09275363,83.94275363,,,
CF17M9170-701C017,CF1,7M9170-701,,C017,TP1,NHK,B15+B15,7M917,AA07,,,,,104.696087,86.46968696,,,
CF17M9280-701C017,CF1,7M9280-701,SIA,C017,TP1,NHK,B15,7M928,AA07,,,,,104.696087,86.46968696,,,
CF17M5420-701C017,CF1,7M5420-701,SIA,C017,TP1,NHK,B15,7M542,AA07,,,,,104.696087,83.94275363,,,
CF17M5424-701C017,CF1,7M5424-701,SIA,C017,TP1,NHK,B15,7M542,AA07,,,,,104.696087,86.46968696,,,
CF1,CF1,,,,,,,,,,,,,108.1427536,110.3427536,,,
CF27V2200-701C043,CF2,7V2200-701,L (Adient Kentucky),C043,370B,AVALON,B15,7V220,AA09,,,,79.7484846,82.67081793,93.86515127,,,
CF27V1070-701-C0C043,CF2,7V1070-701-C0,R (Adient Kentucky),C043,010B,CAMRY,B15,7V107,AA09,,,,72.3520846,80.42021793,84.9360846,,,
CF27V2080-701-C0C043,CF2,7V2080-701-C0,L (Adient Kentucky),C043,010B/370B,CAMRY/AVALON,B15,7V208,AA09,,,,72.27875127,80.42021793,80.40701793,,,
CF37M9120-701U006,CF3,7M9120-701,TMMC,U006,320B,RAV4,B15+B15,7M912,AA08,,,,,136.8415953,106.7474651,,,
CF37M9120-701C007,CF3,7M9120-701,TMMK,C007,981B,RAV4,B15+B15,7M912,AA08,,,,,136.8415953,106.7474651,,,
CF37M9110-701U006,CF3,7M9110-701,TMMC,U006,320B,RAV4,B15+B15,7M911,AA08,,,,,136.8415953,106.7474651,,,
CF37M9110-701C007,CF3,7M9110-701,,C007,981B,RAV4,B15+B15,7M911,AA08,,,,,136.8415953,106.7474651,,,
B107V1420-701U006,B10,7V1420-701,TMMC,U006,320B,RAV4,B15,7V142,AA08,,,28.10958333,30.70833333,,,,,
B107V1420-701C007,B10,7V1420-701,,C007,981B,RAV4,B15,7V142,AA08,,,28.55224826,31.15099826,,,,,
B107V1470-701U006,B10,7V1470-701,TMMC,U006,320B,RAV4,B15,7V147,AA08,,,36.25224826,37.75099826,,,,,
B107V1470-701C007,B10,7V1470-701,TMMK,C007,981B,RAV4,B15,7V147,AA08,,,36.25224826,37.75099826,,,,,
CF47V2390-701-C0U013,CF4,7V2390-701-C0,,U013,320B,,,7V239,AA08,,,,68.86593786,72.34780453,78.50927119,,,
CF47V1660-701-C0C033,CF4,7V1660-701-C0,TBN,C033,500B/550B,HIGHLANDER/SIENNA,B15,7V166,AA09,,,,68.86593786,72.34780453,78.50927119,,,
CF47V1660-701-C0U013,CF4,7V1660-701-C0,TBCA,U013,320B,Rav4,B15,7V166,AA09,,,,66.66593786,72.34780453,78.50927119,,,
CF47V1660-701-C0C043,CF4,7V1660-701-C0,,C043,981B,,,7V166,AA09,,,,66.66593786,72.34780453,78.50927119,,,
CF47V1410-701-C0U013,CF4,7V1410-701-C0,,U013,320B,,,7V141,AA08,,,,68.61784129,72.09970796,78.26117462,,,
CF47V1410-701-C0C043,CF4,7V1410-701-C0,,C043,981B,,,7V141,AA08,,,,68.61784129,72.09970796,78.26117462,,,
CF47V1860-701C043,CF4,7V1860-701,,C043,102D,Rav4,,7V186,AA08,,,,66.66593786,72.34780453,78.509,,,
CF47V1860-701U013,CF4,7V1860-701,TBCA,U013,102D,Rav4,,7V186,AA08,,,,66.66593786,72.34780453,78.509,,,
CF57V2440-701-C0U091,CF5,7V2440-701-C0,TBMS,U091,150B,COROLLA,B15,7V244,AA09,,,,64.7,72.1,72.1,,,
CF57V1440-701-C0U091,CF5,7V1440-701-C0,TBMS,U091,150B,COROLLA,B15,7V144,AA09,,,,64.7,72.1,72.1,,,
CF57V1660-701-C0C043,CF5,7V1660-701-C0,R (Adient Kentucky),C043,981B,COROLLA,B15,7V166,AA09,,,,64.7,72.1,72.1,,,
CF57V2070-701-C0C043,CF5,7V2070-701-C0,L (Adient Kentucky),C043,010B,CAMRY,B15,7V207,AA09,,,,64.7,72.1,72.1,,,
CF57V2074-701-E0C043,CF5,7V2074-701-E0,L (Adient Kentucky),C043,010B,CAMRY,B15,7V207,AA09,,,,64.7,72.1,72.1,,,
CF57V2390-701-C0U013,CF5,7V2390-701-C0,TBCA,U013,320B,RAV4,B15,7V239,AA09,,,,64.7,72.1,72.1,,,
CF57V2390-701-C0C043,CF5,7V2390-701-C0,L (Adient Kentucky),C043,981B,RAV4,B15,7V239,AA09,,,,64.7,72.1,72.1,,,
CF57V2400-701C033,CF5,7V2400-701,TBN,C033,500B/550B,HIGHLANDER/SIENNA,B15,7V240,AA09,,,,64.7,72.1,72.1,,,
CF67V1480-701C029,CF6,7V1480-701,ATS,C029,550B,HIGHLANDER,B15,7V148,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1484-701C029,CF6,7V1484-701,ATS,C029,550B,HIGHLANDER,B15,7V148,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1487-701C029,CF6,7V1487-701,ATS,C029,550B,HIGHLANDER,B15,7V148,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1570-701C029,CF6,7V1570-701,ATS,C029,550B,HIGHLANDER,B15,7V157,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1577-701C029,CF6,7V1577-701,ATS,C029,550B,HIGHLANDER,B15,7V157,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1580-701C029,CF6,7V1580-701,ATS,C029,550B,HIGHLANDER,B15,7V158,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1584-701C029,CF6,7V1584-701,ATS,C029,550B,HIGHLANDER,B15,7V158,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1587-701C029,CF6,7V1587-701,ATS,C029,550B,HIGHLANDER,B15,7V158,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2570-701C029,CF6,7V2570-701,ATS,C029,550B,HIGHLANDER,B15,7V257,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2574-701C029,CF6,7V2574-701,ATS,C029,550B,HIGHLANDER,B15,7V257,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2577-701C029,CF6,7V2577-701,ATS,C029,550B,HIGHLANDER,B15,7V257,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2580-701C029,CF6,7V2580-701,ATS,C029,550B,HIGHLANDER,B15,7V258,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2584-701C029,CF6,7V2584-701,ATS,C029,550B,HIGHLANDER,B15,7V258,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2587-701C029,CF6,7V2587-701,ATS,C029,550B,HIGHLANDER,B15,7V258,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1660-701-C0C029,CF6,7V1660-701-C0,ATS,C029,550B,HIGHLANDER,B15,7V166,AA09,,,,74.44814859,76.83001526,82.99148192,,,
CF67V1664-701C029,CF6,7V1664-701,ATS,C029,550B,HIGHLANDER,B15,7V166,AA09,,,,74.44814859,76.83001526,82.99148192,,,
CF67V1667-701C029,CF6,7V1667-701,ATS,C029,550B,HIGHLANDER,B15,7V166,AA09,,,,74.44814859,76.83001526,82.99148192,,,
CF67V1664-701C033,CF6,7V1664-701,TBN,C033,550B,HIGHLANDER,B15,7V166,AA09,,,,74.44814859,76.83001526,82.99148192,,,
CF67V1667-701C033,CF6,7V1667-701,TBN,C033,550B,HIGHLANDER,B15,7V166,AA09,,,,74.44814859,76.83001526,82.99148192,,,
CF67V1840-701C029,CF6,7V1840-701,ATS,C029,096D,HIGHLANDER,B15,7V184,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1844-701C029,CF6,7V1844-701,ATS,C029,096D,HIGHLANDER,B15,7V184,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1847-701C029,CF6,7V1847-701,ATS,C029,096D,HIGHLANDER,B15,7V184,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1850-701C029,CF6,7V1850-701,ATS,C029,096D,HIGHLANDER,B15,7V185,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1854-701C029,CF6,7V1854-701,ATS,C029,096D,HIGHLANDER,B15,7V185,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1857-701C029,CF6,7V1857-701,ATS,C029,096D,HIGHLANDER,B15,7V185,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2840-701C029,CF6,7V2840-701,ATS,C029,096D,HIGHLANDER,B15,7V284,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2844-701C029,CF6,7V2844-701,ATS,C029,096D,HIGHLANDER,B15,7V284,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2847-701C029,CF6,7V2847-701,ATS,C029,096D,HIGHLANDER,B15,7V284,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1850-701C033,CF6,7V1850-701,TBN,C033,096D,HIGHLANDER,B15,7V185,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1854-701C033,CF6,7V1854-701,TBN,C033,096D,HIGHLANDER,B15,7V185,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1857-701C033,CF6,7V1857-701,TBN,C033,096D,HIGHLANDER,B15,7V185,AA09,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2370-701-C0C043,CF6,7V2370-701-C0,Adient Kentucky,C043,241B,LEXUS ES,B15,7V237,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2378-701-E0C043,CF6,7V2378-701-E0,Adient Kentucky,C043,241B,LEXUS ES,B15,7V237,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1370-701-C0C043,CF6,7V1370-701-C0,Adient Kentucky,C043,241B,LEXUS ES,B15,7V137,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1378-701-E0C043,CF6,7V1378-701-E0,Adient Kentucky,C043,241B,LEXUS ES,B15,7V137,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1080-701-C0C043,CF6,7V1080-701-C0,Adient Kentucky,C043,010B/370B,CAMRY/AVALON,B15,7V108,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1084-701-E0C043,CF6,7V1084-701-E0,Adient Kentucky,C043,010B,CAMRY,B15,7V108,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V1074-701-E0C043,CF6,7V1074-701-E0,Adient Kentucky,C043,010B,CAMRY,B15,7V107,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2450-701-C0U091,CF6,7V2450-701-C0,TBMS,U091,150B,COROLLA,B15,7V245,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2070-701-C0C043,CF6,7V2070-701-C0,L (Adient Kentucky),C043,010B,CAMRY,B15,7V207,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2074-701-E0C043,CF6,7V2074-701-E0,L (Adient Kentucky),C043,010B,CAMRY,B15,7V207,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2084-701-E0C043,CF6,7V2084-701-E0,L (Adient Kentucky),C043,010B,CAMRY,B15,7V208,AA08,,,,75.54814859,80.32214859,82.99148192,,,
CF67V2590-701C033,CF6,7V2590-701,TBN,C033,500B,SIENNA,B15,7V259,AA08,,,,75.54814859,76.83001526,82.99148192,,,
CF67V2930-701,CF6,7V2930-701,,,922B,LEXUS NX,,7V293,AA08,,,,75.54814859,76.83001526,82.99148192,,,
CF6Service,CF6,Service,,,,,,,,,,,75.54814859,80.32214859,82.99148192,,,
CF77V2400-701-C0U013,CF7,7V2400-701-C0,TBCA,U013,320B,RAV4,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2400-701C029,CF7,7V2400-701,ATS,C029,550B,HIGHLANDER,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2404-701C029,CF7,7V2404-701,ATS,C029,550B,HIGHLANDER,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2407-701C029,CF7,7V2407-701,ATS,C029,550B,HIGHLANDER,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2400-701C033,CF7,7V2400-701,TBN,C033,500B/550B,HIGHLANDER/SIENNA,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2404-701C033,CF7,7V2404-701,TBN,C033,550B,HIGHLANDER,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2407-701C033,CF7,7V2407-701,TBN,C033,550B,HIGHLANDER,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V2400-701-C0C043,CF7,7V2400-701-C0,L (Adient Kentucky),C043,981B,RAV4,B15,7V240,AA09,,,49.88369791,50.92429791,51.10029791,,,,
CF77V1930-701,CF7,7V1930-701,,,922B,LEXUS NX,B15C,7V193,AA09,,,64.32231349,53.15731349,,,,,
CF87M9160-701C033,CF8,7M9160-701,TBN,C033,500B,SIENNA,B15+B15,7M916,AA07,,,43.92,,,,,,
CF97V1630-701C017,CF9,7V1630-701,,C017,TP1,TP1,,7V163,AA07,,,55.67,55.4,61.7,81.6,,,
CF97V1634-701C017,CF9,7V1634-701,,C017,TP1,TP1,,7V163,AA07,,,55.67,55.4,61.7,81.6,,,
CF97V1650-701C017,CF9,7V1650-701,,C017,TP1,TP1,,7V165,AA07,,,61.12,66.59,56.0,74.7,,,
CF97V1654-701C017,CF9,7V1654-701,,C017,TP1,TP1,,7V165,AA07,,,61.12,66.59,56.0,74.7,,,
CF97V2630-701C017,CF9,7V2630-701,,C017,TP1,TP1,,7V263,AA07,,,55.67,55.4,61.7,81.6,,,
CF97V2634-701C017,CF9,7V2634-701,,C017,TP1,TP1,,7V263,AA07,,,55.67,55.4,61.7,81.6,,,
CF97V2640-701C017,CF9,7V2640-701,,C017,TP1,TP1,,7V264,AA07,,,62.93,65.38,70.7,93.7,,,
CF97V2644-701C017,CF9,7V2644-701,,C017,TP1,TP1,,7V264,AA07,,,62.93,65.38,70.7,93.7,,,
CF97V1880-701C017,CF9,7V1880-701,SIA,C017,TP1,TP1,B15,7V188,AA07,,,55.67,55.4,,,,,
CF97V1884-701C017,CF9,7V1884-701,SIA,C017,TP1,TP1,B15,7V188,AA07,,,55.67,55.4,,,,,
CF97V1910-701C017,CF9,7V1910-701,SIA,C017,TP1,TP1,B15,7V191,AA07,,,61.12,66.59,,,,,
CF97V1914-701C017,CF9,7V1914-701,SIA,C017,TP1,TP1,B15,7V191,AA07,,,61.12,66.59,,,,,
CF97V2880-701C017,CF9,7V2880-701,SIA,C017,TP1,TP1,B15,7V288,AA07,,,55.67,55.4,,,,,
CF97V2884-701C017,CF9,7V2884-701,SIA,C017,TP1,TP1,B15,7V288,AA07,,,55.67,55.4,,,,,
CF97V2890-701C017,CF9,7V2890-701,SIA,C017,TP1,TP1,B15,7V289,AA07,,,62.93,65.38,,,,,
CF97V2894-701C017,CF9,7V2894-701,SIA,C017,TP1,TP1,B15,7V289,AA07,,,62.93,65.38,,,,,
IF1A1524-201BU006,IF1,A1524-201B,TMMC,U006,760A,LEXUS RX,,A1524,,,,93.07835416,108.1462799,172.5266714,,,,
IF1A1533-201BU006,IF1,A1533-201B,TMMC,U006,760A,LEXUS RX,,A1533,,,,93.07835416,108.1462799,172.5266714,,,,
MF1A4076-138BU066,MF1,A4076-138B,Adient Avanzar,U066,480A,TUNDRA,B15,A4076,AA07,A0646,,34.9499328,38.087,,,,,
MF1A4076-201BU066,MF1,A4076-201B,Adient Avanzar,U066,480A,TUNDRA,B15,A4076,AA07,A0646,,34.9499328,38.087,,,,,
MF1A4076-457BU066,MF1,A4076-457B,Adient Avanzar,U066,480A,TUNDRA,B15,A4076,AA07,A0646,,34.9499328,38.087,,,,,
MF1A1580-201BU066,MF1,A1580-201B,Adient Avanzar,U066,989A,TACOMA,B15,A1580,AA07,A0656,,34.9499328,38.087,,,,,
MF1A1580-201BU071,MF1,A1580-201B,AVANM,U071,774B,TACOMA,B15,A1580,AA07,A0656,,34.9499328,38.087,,,,,
MF17V2560-701U066,MF1,7V2560-701,Adient Avanzar,U066,625B,TACOMA,B15,7V256,AA07,A0656,,34.9499328,38.087,,,,,
MF17V2670-701U049,MF1,7V2670-701,TBAKI,U049,890B,C-SUV,B15,7V267,AA07,7V2670-703,,38.4082073,42.9182073,,,,,
MF17V2680-701U049,MF1,7V2680-701,TBAKI,U049,890B,C-SUV,B15,7V268,AA07,7V2670-703,,38.4082073,42.9182073,,,,,
MF17V1670-701U049,MF1,7V1670-701,TBAKI,U049,890B,C-SUV,B15,7V167,AA07,7V1670-703,,38.4082073,42.9182073,,,,,
MF1Service,MF1,Service,,,,,,Servi,,,,38.4082073,42.9182073,,,,,
MF27V1110-701U066,MF2,7V1110-701,Adient Avanzar,U066,480A,TUNDRA,B15,7V111,AA07,7L0039-701,,40.86190829,44.60190829,48.23190829,,,,
MF27V1114-701U066,MF2,7V1114-701,Adient Avanzar,U066,480A,TUNDRA,B15,7V111,AA07,7L0039-701,,40.86190829,44.60190829,48.23190829,,,,
MF27V1117-701U066,MF2,7V1117-701,Adient Avanzar,U066,480A,TUNDRA,B15,7V111,AA07,7L0039-701,,40.86190829,44.60190829,48.23190829,,,,
MF27V1120-701C029,MF2,7V1120-701,ATS,C029,291B,SEQUOIA,B15,7V112,AA07,7L0041-701,,35.91190829,37.12190829,41.30190829,,,,
MF27V1124-701C029,MF2,7V1124-701,ATS,C029,291B,SEQUOIA,B15,7V112,AA07,7L0041-701,,35.91190829,37.12190829,41.30190829,,,,
MF27V1127-701C029,MF2,7V1127-701,ATS,C029,291B,SEQUOIA,B15,7V112,AA07,7L0041-701,,35.91190829,37.12190829,41.30190829,,,,
MF27V1130-701C029,MF2,7V1130-701,ATS,C029,291B,SEQUOIA,B15,7V113,AA07,7L0041-701,,34.21,35.42,39.6,,,,
MF27V1134-701C029,MF2,7V1134-701,ATS,C029,291B,SEQUOIA,B15,7V113,AA07,7L0041-701,,34.21,35.42,39.6,,,,
MF27V1137-701C029,MF2,7V1137-701,ATS,C029,291B,SEQUOIA,B15,7V113,AA07,7L0041-701,,34.21,35.42,39.6,,,,
MF27V1620-701C033,MF2,7V1620-701,TBN,C033,500B,SIENNA,BKLE,7V162,AA07,7V1610-703,,58.46190829,60.22190829,69.35190829,,,,
MF27V2120-701C029,MF2,7V2120-701,ATS,C029,291B,SEQUOIA,B15,7V212,AA07,7V1610-703,,35.91190829,37.12190829,41.30190829,,,,
MF27V2124-701C029,MF2,7V2124-701,ATS,C029,291B,SEQUOIA,B15,7V212,AA07,7V1610-703,,35.91190829,37.12190829,41.30190829,,,,
MF27V2127-701C029,MF2,7V2127-701,ATS,C029,291B,SEQUOIA,B15,7V212,AA07,7V1610-703,,35.91190829,37.12190829,41.30190829,,,,
MF27V2130-701C029,MF2,7V2130-701,ATS,C029,291B,SEQUOIA,B15,7V213,AA07,7L0041-701,,35.91190829,37.12190829,41.30190829,,,,
MF27V2134-701C029,MF2,7V2134-701,ATS,C029,291B,SEQUOIA,B15,7V213,AA07,7L0041-701,,35.91190829,37.12190829,41.30190829,,,,
MF27V2137-701C029,MF2,7V2137-701,ATS,C029,291B,SEQUOIA,B15,7V213,AA07,7L0041-701,,35.91190829,37.12190829,41.30190829,,,,
MF2A1579-201BU066,MF2,A1579-201B,Adient Avanzar,U066,989A,TACOMA,B15,A1579,AA07,A0656C,,35.91190829,37.12190829,41.30190829,,,,
MF2A1579-201BU071,MF2,A1579-201B,AVANM,U071,774B,TACOMA,B15,A1579,AA07,A0656C,,35.91190829,37.12190829,41.30190829,,,,
MF27V2560-701U071,MF2,7V2560-701,AVANM,U071,774B,TACOMA,B15,7V256,AA07,A0656C,,39.21190829,43.72190829,48.23190829,,,,
MF27V2110-701U066,MF2,7V2110-701,Adient Avanzar,U066,480A,TUNDRA,B15,7V211,AA07,7L0041-701,,40.86190829,44.60190829,48.23190829,,,,
MF27V2114-701U066,MF2,7V2114-701,Adient Avanzar,U066,480A,TUNDRA,B15,7V211,AA07,7L0041-701,,40.86190829,44.60190829,48.23190829,,,,
MF27V2117-701U066,MF2,7V2117-701,Adient Avanzar,U066,480A,TUNDRA,B15,7V211,AA07,7L0041-701,,40.86190829,44.60190829,48.23190829,,,,
MF2A4077-201BU066,MF2,A4077-201B,Adient Avanzar,U066,480A,TUNDRA,B15,A4077,AA07,A0646,,35.91190829,37.12190829,41.30190829,,,,
MF2A4079-138BU066,MF2,A4079-138B,Adient Avanzar,U066,480A,TUNDRA,B15,A4079,AA07,A0646,,39.21190829,40.20190829,48.23190829,,,,
MF2A4079-201BU066,MF2,A4079-201B,Adient Avanzar,U066,480A,TUNDRA,B15,A4079,AA07,A0646,,39.21190829,40.20190829,48.23190829,,,,
MF2A4079-457BU066,MF2,A4079-457B,Adient Avanzar,U066,480A,TUNDRA,B15,A4079,AA07,A0646,,39.21190829,40.20190829,48.23190829,,,,
MF2A4081-201BU066,MF2,A4081-201B,Adient Avanzar,U066,480A,TUNDRA,B15,A4081,AA07,A0646,,39.21190829,43.72190829,48.23190829,,,,
MF27M5040-701U066,MF2,7M5040-701,Adient Avanzar,U066,480A,"TUNDRA B,C (NO TORSION SPING)",B15,7M504,AA07,7L0038-701,,21.61190829,26.12190829,,,,,
MF2Service,MF2,Service,,,,,,Servi,,,,58.46190829,60.22190829,69.35190829,,,,
MF37V2710-701-,MF3,7V2710-701,,-,J34A,CX-X,B15,7V271,AA07,,,,81.66832896,,,,,
